row_index,mixed_classical_selected,mixed_balanced_selected,mixed_balanced_k2,mixed_balanced_k3,mixed_balanced_k4
3288,1,1,0,1,0
3289,1,3,0,1,1
3290,1,1,0,1,0
3291,1,2,1,0,3
3292,1,2,1,0,3
3293,0,0,1,2,2
3294,1,2,1,0,3
3295,1,1,0,1,0
3296,1,2,1,0,3
3297,0,0,1,2,2
3298,0,0,1,2,2
3299,0,0,1,2,2
3300,0,0,1,2,2
3301,1,3,0,1,1
3302,1,3,0,1,1
3303,1,1,0,1,0
3304,1,2,1,0,3
3305,1,3,0,1,1
3306,1,3,0,1,1
3307,1,3,0,1,1
3308,0,0,1,2,2
3309,1,3,0,1,1
3310,0,0,1,2,2
3311,1,2,1,0,3
3312,1,2,1,0,3
3313,1,2,1,0,3
3314,1,3,0,1,1
3315,1,2,1,0,3
3316,1,1,0,1,0
3317,1,2,1,0,3
3318,1,1,0,1,0
3319,1,3,0,1,1
3320,1,2,1,0,3
3321,1,2,1,0,3
3322,0,0,1,2,2
3323,0,0,1,2,2
3324,1,1,0,1,0
3325,1,1,0,1,0
3326,1,2,1,0,3
3327,1,1,0,1,0
3328,1,2,1,0,3
3329,0,0,1,2,2
3330,0,0,1,2,2
3331,0,0,1,2,2
3332,1,1,0,1,0
3333,1,3,0,1,1
3334,1,1,0,1,0
3335,1,1,0,1,0
3336,1,1,0,1,0
3337,1,2,1,0,3
3338,1,1,0,1,0
3339,0,0,1,2,2
3340,1,2,1,0,3
3341,0,0,1,2,2
3342,1,3,0,1,1
3343,1,2,1,0,3
3344,1,1,0,1,0
3345,1,2,1,0,3
3346,1,1,0,1,0
3347,1,2,1,0,3
3348,1,1,0,1,0
3349,0,0,1,2,2
3350,1,2,1,0,3
3351,1,1,0,1,0
3352,0,0,1,2,2
3353,1,1,0,1,0
3354,1,1,0,1,0
3355,1,3,0,1,1
3356,0,0,1,2,2
3357,1,1,0,1,0
3358,1,2,1,0,3
3359,1,2,1,0,3
3360,0,0,1,2,2
3361,0,0,1,2,2
3362,1,1,0,1,0
3363,1,1,0,1,0
3364,1,3,0,1,1
3365,0,0,1,2,2
3366,1,2,1,0,3
3367,1,2,1,0,3
3368,0,0,1,2,2
3369,1,2,1,0,3
3370,1,2,1,0,3
3371,1,2,1,0,3
3372,0,0,1,2,2
3373,0,0,1,2,2
3374,0,0,1,2,2
3375,1,1,0,1,0
3376,1,2,1,0,3
3377,1,3,0,1,1
3378,1,2,1,0,3
3379,1,2,1,0,3
3380,1,1,0,1,0
3381,1,2,1,0,3
3382,1,2,1,0,3
3383,0,0,1,2,2
3384,0,0,1,2,2
3385,1,2,1,0,3
3386,1,1,0,1,0
3387,1,2,1,0,3
3388,1,2,1,0,3
3389,1,1,0,1,0
3390,1,3,0,1,1
3391,1,2,1,0,3
3392,1,3,0,1,1
3393,1,3,0,1,1
3394,1,3,0,1,1
3395,1,3,0,1,1
3396,1,2,1,0,3
3397,1,1,0,1,0
3398,1,2,1,0,3
3399,1,2,1,0,3
3400,0,0,1,2,2
3401,1,2,1,0,3
3402,1,1,0,1,0
3403,1,2,1,0,3
3404,0,0,1,2,2
3405,1,1,0,1,0
3406,1,2,1,0,3
3407,0,0,1,2,2
3408,1,2,1,0,3
3409,1,2,1,0,3
3410,0,0,1,2,2
3411,1,2,1,0,3
3412,0,0,1,2,2
3413,1,2,1,0,3
3414,0,0,1,2,2
3415,1,1,0,1,0
3416,1,2,1,0,3
3417,1,2,1,0,3
3418,1,1,0,1,0
3419,1,1,0,1,0
3420,1,3,0,1,1
3421,1,1,0,1,0
3422,1,2,1,0,3
3423,0,0,1,2,2
3424,0,0,1,2,2
3425,1,2,1,0,3
3426,1,2,1,0,3
3427,0,0,1,2,2
3428,0,0,1,2,2
3429,0,0,1,2,2
3430,1,3,0,1,1
3431,0,0,1,2,2
3432,1,2,1,0,3
3433,1,2,1,0,3
3434,1,1,0,1,0
3435,1,2,1,0,3
3436,1,1,0,1,0
3437,0,0,1,2,2
3438,1,2,1,0,3
3439,1,3,0,1,1
3440,0,0,1,2,2
3441,0,0,1,2,2
3442,0,0,1,2,2
3443,1,1,0,1,0
3444,1,2,1,0,3
3445,0,0,1,2,2
3446,0,0,1,2,2
3447,1,2,1,0,3
3448,1,2,1,0,3
3449,1,2,1,0,3
3450,1,2,1,0,3
3451,0,0,1,2,2
3452,1,1,0,1,0
3453,1,2,1,0,3
3454,1,1,0,1,0
3455,0,0,1,2,2
3456,1,2,1,0,3
3457,1,2,1,0,3
3458,1,1,0,1,0
3459,1,1,0,1,0
3460,1,2,1,0,3
3461,1,1,0,1,0
3462,1,1,0,1,0
3463,1,3,0,1,1
3464,0,0,1,2,2
3465,1,3,0,1,1
3466,0,0,1,2,2
3467,1,2,1,0,3
3468,0,0,1,2,2
3469,1,3,0,1,1
3470,1,1,0,1,0
3471,0,0,1,2,2
3472,0,0,1,2,2
3473,1,2,1,0,3
3474,1,3,0,1,1
3475,1,3,0,1,1
3476,0,0,1,2,2
3477,1,1,0,1,0
3478,1,2,1,0,3
3479,0,0,1,2,2
3480,1,2,1,0,3
3481,1,2,1,0,3
3482,0,0,1,2,2
3483,0,0,1,2,2
3484,1,1,0,1,0
3485,1,2,1,0,3
3486,0,0,1,2,2
3487,1,2,1,0,3
3488,1,3,0,1,1
3489,1,3,0,1,1
3490,1,2,1,0,3
3491,0,0,1,2,2
3492,1,2,1,0,3
3493,1,1,0,1,0
3494,0,0,1,2,2
3495,1,3,0,1,1
3496,0,0,1,2,2
3497,0,0,1,2,2
3498,1,2,1,0,3
3499,1,2,1,0,3
3500,1,1,0,1,0
3501,1,2,1,0,3
3502,0,0,1,2,2
3503,1,2,1,0,3
3504,1,1,0,1,0
3505,0,0,1,2,2
3506,1,1,0,1,0
3507,1,2,1,0,3
3508,1,3,0,1,1
3509,0,0,1,2,2
3510,1,1,0,1,0
3511,1,2,1,0,3
3512,1,1,0,1,0
3513,0,0,1,2,2
3514,0,0,1,2,2
3515,0,0,1,2,2
3516,1,1,0,1,0
3517,0,0,1,2,2
3518,1,2,1,0,3
3519,1,1,0,1,0
3520,1,1,0,1,0
3521,0,0,1,2,2
3522,1,2,1,0,3
3523,0,0,1,2,2
3524,0,0,1,2,2
3525,1,2,1,0,3
3526,0,0,1,2,2
3527,1,2,1,0,3
3528,1,2,1,0,3
3529,1,2,1,0,3
3530,1,2,1,0,3
3531,0,0,1,2,2
3532,0,0,1,2,2
3533,1,1,0,1,0
3534,1,2,1,0,3
3535,1,1,0,1,0
3536,1,2,1,0,3
3537,0,0,1,2,2
3538,0,0,1,2,2
3539,1,2,1,0,3
3540,1,1,0,1,0
3541,0,0,1,2,2
3542,1,1,0,1,0
3543,0,0,1,2,2
3544,1,3,0,1,1
3545,1,2,1,0,3
3546,1,1,0,1,0
3547,0,0,1,2,2
3548,1,2,1,0,3
3549,1,3,0,1,1
3550,1,3,0,1,1
3551,1,2,1,0,3
3552,0,0,1,2,2
3553,0,0,1,2,2
3554,0,0,1,2,2
3555,1,3,0,1,1
3556,0,0,1,2,2
3557,1,1,0,1,0
3558,0,0,1,2,2
3559,1,2,1,0,3
3560,1,1,0,1,0
3561,0,0,1,2,2
3562,1,1,0,1,0
3563,1,2,1,0,3
3564,0,0,1,2,2
3565,1,1,0,1,0
3566,1,1,0,1,0
3567,1,2,1,0,3
3568,0,0,1,2,2
3569,0,0,1,2,2
3570,1,2,1,0,3
3571,0,0,1,2,2
3572,1,1,0,1,0
3573,1,2,1,0,3
3574,0,0,1,2,2
3575,1,1,0,1,0
3576,0,0,1,2,2
3577,1,2,1,0,3
3578,1,2,1,0,3
3579,0,0,1,2,2
3580,1,2,1,0,3
3581,0,0,1,2,2
3582,1,3,0,1,1
3583,1,1,0,1,0
3584,1,2,1,0,3
3585,0,0,1,2,2
3586,0,0,1,2,2
3587,1,1,0,1,0
3588,1,3,0,1,1
3589,0,0,1,2,2
3590,1,2,1,0,3
3591,1,2,1,0,3
3592,0,0,1,2,2
3593,1,3,0,1,1
3594,0,0,1,2,2
3595,1,1,0,1,0
3596,1,3,0,1,1
3597,1,2,1,0,3
3598,0,0,1,2,2
3599,0,0,1,2,2
3600,1,2,1,0,3
3601,1,2,1,0,3
3602,1,2,1,0,3
3603,1,1,0,1,0
3604,1,1,0,1,0
3605,1,1,0,1,0
3606,0,0,1,2,2
3607,1,2,1,0,3
3608,1,2,1,0,3
3609,1,1,0,1,0
3610,0,0,1,2,2
3611,1,1,0,1,0
3612,0,0,1,2,2
3613,1,3,0,1,1
3614,1,2,1,0,3
3615,1,3,0,1,1
3616,1,3,0,1,1
3617,1,2,1,0,3
3618,1,2,1,0,3
3619,0,0,1,2,2
3620,0,0,1,2,2
3621,1,1,0,1,0
3622,0,0,1,2,2
3623,0,0,1,2,2
3624,0,0,1,2,2
3625,1,3,0,1,1
3626,0,0,1,2,2
3627,1,1,0,1,0
3628,1,2,1,0,3
3629,0,0,1,2,2
3630,1,2,1,0,3
3631,1,2,1,0,3
3632,1,1,0,1,0
3633,1,1,0,1,0
3634,0,0,1,2,2
3635,0,0,1,2,2
3636,1,2,1,0,3
3637,1,1,0,1,0
3638,0,0,1,2,2
3639,1,2,1,0,3
3640,0,0,1,2,2
3641,1,1,0,1,0
3642,0,0,1,2,2
3643,1,2,1,0,3
3644,0,0,1,2,2
3645,1,2,1,0,3
3646,0,0,1,2,2
3647,0,0,1,2,2
3648,0,0,1,2,2
3649,0,0,1,2,2
3650,1,2,1,0,3
3651,1,2,1,0,3
3652,1,2,1,0,3
3653,1,1,0,1,0
3654,0,0,1,2,2
3655,1,3,0,1,1
3656,0,0,1,2,2
3657,1,2,1,0,3
3658,1,1,0,1,0
3659,1,1,0,1,0
3660,0,0,1,2,2
3661,1,1,0,1,0
3662,1,3,0,1,1
3663,0,0,1,2,2
3664,1,2,1,0,3
3665,1,3,0,1,1
3666,1,2,1,0,3
3667,1,2,1,0,3
3668,1,2,1,0,3
3669,1,1,0,1,0
3670,1,1,0,1,0
3671,0,0,1,2,2
3672,0,0,1,2,2
3673,0,2,1,0,3
3674,1,2,1,0,3
3675,0,0,1,2,2
3676,1,2,1,0,3
3677,0,0,1,2,2
3678,1,1,0,1,0
3679,1,2,1,0,3
3680,1,3,0,1,1
3681,1,2,1,0,3
3682,1,3,0,1,1
3683,0,0,1,2,2
3684,1,3,0,1,1
3685,1,3,0,1,1
3686,1,2,1,0,3
3687,1,2,1,0,3
3688,1,1,0,1,0
3689,1,2,1,0,3
3690,1,2,1,0,3
3691,0,0,1,2,2
3692,1,1,0,1,0
3693,1,1,0,1,0
3694,1,1,0,1,0
3695,0,0,1,2,2
3696,0,0,1,2,2
3697,1,2,1,0,3
3698,1,2,1,0,3
3699,0,0,1,2,2
3700,1,2,1,0,3
3701,1,2,1,0,3
3702,1,1,0,1,0
3703,1,2,1,0,3
3704,0,0,1,2,2
3705,1,1,0,1,0
3706,1,1,0,1,0
3707,1,3,0,1,1
3708,1,1,0,1,0
3709,1,2,1,0,3
3710,1,1,0,1,0
3711,1,3,0,1,1
3712,1,2,1,0,3
3713,0,0,1,2,2
3714,1,2,1,0,3
3715,1,2,1,0,3
3716,1,2,1,0,3
3717,1,1,0,1,0
3718,0,0,1,2,2
3719,1,1,0,1,0
3720,1,1,0,1,0
3721,1,2,1,0,3
3722,1,1,0,1,0
3723,0,0,1,2,2
3724,0,0,1,2,2
3725,1,3,0,1,1
3726,1,2,1,0,3
3727,1,1,0,1,0
3728,0,0,1,2,2
3729,1,3,0,1,1
3730,1,1,0,1,0
3731,1,1,0,1,0
3732,1,1,0,1,0
3733,0,0,1,2,2
3734,0,0,1,2,2
3735,1,2,1,0,3
3736,0,0,1,2,2
3737,1,2,1,0,3
3738,0,0,1,2,2
3739,1,3,0,1,1
3740,1,2,1,0,3
3741,1,2,1,0,3
3742,0,0,1,2,2
3743,1,1,0,1,0
3744,1,1,0,1,0
3745,1,2,1,0,3
3746,1,2,1,0,3
3747,0,0,1,2,2
3748,0,0,1,2,2
3749,1,1,0,1,0
3750,1,3,0,1,1
