dimensionality,subspace,bins,support,support_fraction,region
2,"D49,D119","0,0",2332,0.6217008797653959,0 <= D49 < 0.0775407 AND 0 <= D119 < 0.1
2,"D62,D610","0,0",2332,0.6217008797653959,0 <= D62 < 0.1 AND 0 <= D610 < 0.1
2,"D64,D926","0,0",2332,0.6217008797653959,0 <= D64 < 0.1 AND 0 <= D926 < 0.085
2,"D71,D926","0,0",2332,0.6217008797653959,0 <= D71 < 0.1 AND 0 <= D926 < 0.085
2,"D88,D182","0,0",2332,0.6217008797653959,0 <= D88 < 0.1 AND 0 <= D182 < 0.1
2,"D88,D209","0,2",2332,0.6217008797653959,0 <= D88 < 0.1 AND 0.2 <= D209 < 0.3
2,"D88,D673","0,0",2332,0.6217008797653959,0 <= D88 < 0.1 AND 0 <= D673 < 0.1
2,"D93,D158","0,0",2332,0.6217008797653959,0 <= D93 < 0.0809524 AND 0 <= D158 < 0.1
2,"D151,D608","0,0",2332,0.6217008797653959,0 <= D151 < 0.1 AND 0 <= D608 < 0.1
2,"D159,D926","0,0",2332,0.6217008797653959,0 <= D159 < 0.0451613 AND 0 <= D926 < 0.085
2,"D166,D747","0,0",2332,0.6217008797653959,0 <= D166 < 0.1 AND 0 <= D747 < 0.1
2,"D167,D925","0,0",2332,0.6217008797653959,0 <= D167 < 0.1 AND 0 <= D925 < 0.1
2,"D187,D459","8,0",2332,0.6217008797653959,0.8 <= D187 < 0.9 AND 0 <= D459 < 0.1
2,"D205,D808","7,0",2332,0.6217008797653959,0.70972 <= D205 < 0.80648 AND 0 <= D808 < 0.075
2,"D373,D609","0,0",2332,0.6217008797653959,0 <= D373 < 0.1 AND 0 <= D609 < 0.075
2,"D373,D937","0,0",2332,0.6217008797653959,0 <= D373 < 0.1 AND 0 <= D937 < 0.1
2,"D609,D927","0,0",2332,0.6217008797653959,0 <= D609 < 0.075 AND 0 <= D927 < 0.1
2,"D29,D203","0,0",2331,0.6214342841908824,0 <= D29 < 0.1 AND 0 <= D203 < 0.0976333
2,"D29,D802","0,0",2331,0.6214342841908824,0 <= D29 < 0.1 AND 0 <= D802 < 0.0825
2,"D33,D470","0,0",2331,0.6214342841908824,0 <= D33 < 0.0802001 AND 0 <= D470 < 0.0583333
2,"D35,D927","0,0",2331,0.6214342841908824,0 <= D35 < 0.0898321 AND 0 <= D927 < 0.1
2,"D62,D842","0,0",2331,0.6214342841908824,0 <= D62 < 0.1 AND 0 <= D842 < 0.1
2,"D182,D217","0,5",2331,0.6214342841908824,0 <= D182 < 0.1 AND 0.5 <= D217 < 0.6
2,"D227,D479","0,0",2331,0.6214342841908824,0 <= D227 < 0.1 AND 0 <= D479 < 0.0766667
2,"D583,D747","0,0",2331,0.6214342841908824,0 <= D583 < 0.1 AND 0 <= D747 < 0.1
2,"D739,D842","0,0",2331,0.6214342841908824,0 <= D739 < 0.0977273 AND 0 <= D842 < 0.1
2,"D69,D227","0,0",2330,0.621167688616369,0 <= D69 < 0.0948342 AND 0 <= D227 < 0.1
2,"D71,D598","0,0",2330,0.621167688616369,0 <= D71 < 0.1 AND 0 <= D598 < 0.1
2,"D158,D219","0,0",2330,0.621167688616369,0 <= D158 < 0.1 AND 0 <= D219 < 0.082555
2,"D207,D844","7,0",2330,0.621167688616369,0.682251 <= D207 < 0.779715 AND 0 <= D844 < 0.1
2,"D415,D925","0,0",2330,0.621167688616369,0 <= D415 < 0.1 AND 0 <= D925 < 0.1
2,"D457,D660","0,0",2330,0.621167688616369,0 <= D457 < 0.052381 AND 0 <= D660 < 0.1
2,"D3,D164","0,0",2329,0.6209010930418555,0 <= D3 < 0.095 AND 0 <= D164 < 0.1
2,"D3,D214","0,0",2329,0.6209010930418555,0 <= D3 < 0.095 AND 0 <= D214 < 0.0642111
2,"D29,D151","0,0",2329,0.6209010930418555,0 <= D29 < 0.1 AND 0 <= D151 < 0.1
2,"D29,D926","0,0",2329,0.6209010930418555,0 <= D29 < 0.1 AND 0 <= D926 < 0.085
2,"D37,D219","0,0",2329,0.6209010930418555,0 <= D37 < 0.1 AND 0 <= D219 < 0.082555
2,"D76,D672","0,0",2329,0.6209010930418555,0 <= D76 < 0.0929903 AND 0 <= D672 < 0.0857143
2,"D151,D927","0,0",2329,0.6209010930418555,0 <= D151 < 0.1 AND 0 <= D927 < 0.1
2,"D187,D205","8,7",2329,0.6209010930418555,0.8 <= D187 < 0.9 AND 0.70972 <= D205 < 0.80648
2,"D205,D212","7,0",2329,0.6209010930418555,0.70972 <= D205 < 0.80648 AND 0 <= D212 < 0.0993831
2,"D417,D505","0,0",2329,0.6209010930418555,0 <= D417 < 0.0625 AND 0 <= D505 < 0.0873016
2,"D458,D469","0,0",2329,0.6209010930418555,0 <= D458 < 0.095 AND 0 <= D469 < 0.1
2,"D514,D947","0,0",2329,0.6209010930418555,0 <= D514 < 0.1 AND 0 <= D947 < 0.1
2,"D43,D175","0,1",2328,0.620634497467342,0 <= D43 < 0.1 AND 0.0991675 <= D175 < 0.179435
2,"D65,D88","0,0",2328,0.620634497467342,0 <= D65 < 0.0833864 AND 0 <= D88 < 0.1
2,"D69,D361","0,0",2328,0.620634497467342,0 <= D69 < 0.0948342 AND 0 <= D361 < 0.1
2,"D117,D595","0,0",2328,0.620634497467342,0 <= D117 < 0.1 AND 0 <= D595 < 0.09
2,"D119,D479","0,0",2328,0.620634497467342,0 <= D119 < 0.1 AND 0 <= D479 < 0.0766667
2,"D155,D660","0,0",2328,0.620634497467342,0 <= D155 < 0.0764706 AND 0 <= D660 < 0.1
2,"D173,D457","0,0",2328,0.620634497467342,0 <= D173 < 0.0885242 AND 0 <= D457 < 0.052381
2,"D182,D426","0,0",2328,0.620634497467342,0 <= D182 < 0.1 AND 0 <= D426 < 0.1
2,"D182,D748","0,0",2328,0.620634497467342,0 <= D182 < 0.1 AND 0 <= D748 < 0.1
2,"D209,D217","2,5",2328,0.620634497467342,0.2 <= D209 < 0.3 AND 0.5 <= D217 < 0.6
2,"D228,D660","0,0",2328,0.620634497467342,0 <= D228 < 0.0666667 AND 0 <= D660 < 0.1
2,"D623,D806","0,0",2328,0.620634497467342,0 <= D623 < 0.1 AND 0 <= D806 < 0.1
2,"D29,D195","0,0",2327,0.6203679018928285,0 <= D29 < 0.1 AND 0 <= D195 < 0.0998499
2,"D33,D155","0,0",2327,0.6203679018928285,0 <= D33 < 0.0802001 AND 0 <= D155 < 0.0764706
2,"D43,D598","0,0",2327,0.6203679018928285,0 <= D43 < 0.1 AND 0 <= D598 < 0.1
2,"D49,D934","0,0",2327,0.6203679018928285,0 <= D49 < 0.0775407 AND 0 <= D934 < 0.1
2,"D57,D71","0,0",2327,0.6203679018928285,0 <= D57 < 0.0964878 AND 0 <= D71 < 0.1
2,"D66,D674","0,0",2327,0.6203679018928285,0 <= D66 < 0.0676523 AND 0 <= D674 < 0.1
2,"D69,D841","0,0",2327,0.6203679018928285,0 <= D69 < 0.0948342 AND 0 <= D841 < 0.1
2,"D71,D457","0,0",2327,0.6203679018928285,0 <= D71 < 0.1 AND 0 <= D457 < 0.052381
2,"D71,D697","0,0",2327,0.6203679018928285,0 <= D71 < 0.1 AND 0 <= D697 < 0.1
2,"D135,D415","0,0",2327,0.6203679018928285,0 <= D135 < 0.1 AND 0 <= D415 < 0.1
2,"D203,D469","0,0",2327,0.6203679018928285,0 <= D203 < 0.0976333 AND 0 <= D469 < 0.1
2,"D209,D748","2,0",2327,0.6203679018928285,0.2 <= D209 < 0.3 AND 0 <= D748 < 0.1
2,"D1,D109","0,0",2326,0.6201013063183152,0 <= D1 < 0.1 AND 0 <= D109 < 0.0833333
2,"D1,D621","0,0",2326,0.6201013063183152,0 <= D1 < 0.1 AND 0 <= D621 < 0.052381
2,"D20,D472","0,0",2326,0.6201013063183152,0 <= D20 < 0.0895526 AND 0 <= D472 < 0.0923077
2,"D29,D699","0,0",2326,0.6201013063183152,0 <= D29 < 0.1 AND 0 <= D699 < 0.1
2,"D49,D844","0,0",2326,0.6201013063183152,0 <= D49 < 0.0775407 AND 0 <= D844 < 0.1
2,"D59,D62","0,0",2326,0.6201013063183152,0 <= D59 < 0.1 AND 0 <= D62 < 0.1
2,"D64,D457","0,0",2326,0.6201013063183152,0 <= D64 < 0.1 AND 0 <= D457 < 0.052381
2,"D71,D84","0,0",2326,0.6201013063183152,0 <= D71 < 0.1 AND 0 <= D84 < 0.1
2,"D82,D158","0,0",2326,0.6201013063183152,0 <= D82 < 0.1 AND 0 <= D158 < 0.1
2,"D82,D504","0,0",2326,0.6201013063183152,0 <= D82 < 0.1 AND 0 <= D504 < 0.1
2,"D207,D583","7,0",2326,0.6201013063183152,0.682251 <= D207 < 0.779715 AND 0 <= D583 < 0.1
2,"D227,D747","0,0",2326,0.6201013063183152,0 <= D227 < 0.1 AND 0 <= D747 < 0.1
2,"D458,D597","0,0",2326,0.6201013063183152,0 <= D458 < 0.095 AND 0 <= D597 < 0.1
2,"D29,D135","0,0",2325,0.6198347107438017,0 <= D29 < 0.1 AND 0 <= D135 < 0.1
2,"D43,D84","0,0",2325,0.6198347107438017,0 <= D43 < 0.1 AND 0 <= D84 < 0.1
2,"D55,D207","0,7",2325,0.6198347107438017,0 <= D55 < 0.0945099 AND 0.682251 <= D207 < 0.779715
2,"D119,D209","0,2",2325,0.6198347107438017,0 <= D119 < 0.1 AND 0.2 <= D209 < 0.3
2,"D155,D458","0,0",2325,0.6198347107438017,0 <= D155 < 0.0764706 AND 0 <= D458 < 0.095
2,"D168,D458","0,0",2325,0.6198347107438017,0 <= D168 < 0.0714286 AND 0 <= D458 < 0.095
2,"D219,D662","0,0",2325,0.6198347107438017,0 <= D219 < 0.082555 AND 0 <= D662 < 0.1
2,"D415,D697","0,0",2325,0.6198347107438017,0 <= D415 < 0.1 AND 0 <= D697 < 0.1
2,"D469,D926","0,0",2325,0.6198347107438017,0 <= D469 < 0.1 AND 0 <= D926 < 0.085
2,"D660,D685","0,0",2325,0.6198347107438017,0 <= D660 < 0.1 AND 0 <= D685 < 0.1
2,"D660,D936","0,0",2325,0.6198347107438017,0 <= D660 < 0.1 AND 0 <= D936 < 0.1
2,"D3,D470","0,0",2324,0.6195681151692882,0 <= D3 < 0.095 AND 0 <= D470 < 0.0583333
2,"D22,D927","0,0",2324,0.6195681151692882,0 <= D22 < 0.0896552 AND 0 <= D927 < 0.1
2,"D33,D59","0,0",2324,0.6195681151692882,0 <= D33 < 0.0802001 AND 0 <= D59 < 0.1
2,"D36,D926","0,0",2324,0.6195681151692882,0 <= D36 < 0.1 AND 0 <= D926 < 0.085
2,"D43,D129","0,0",2324,0.6195681151692882,0 <= D43 < 0.1 AND 0 <= D129 < 0.1
2,"D55,D479","0,0",2324,0.6195681151692882,0 <= D55 < 0.0945099 AND 0 <= D479 < 0.0766667
2,"D58,D739","0,0",2324,0.6195681151692882,0 <= D58 < 0.1 AND 0 <= D739 < 0.0977273
2,"D64,D161","0,0",2324,0.6195681151692882,0 <= D64 < 0.1 AND 0 <= D161 < 0.075
2,"D64,D697","0,0",2324,0.6195681151692882,0 <= D64 < 0.1 AND 0 <= D697 < 0.1
2,"D69,D418","0,0",2324,0.6195681151692882,0 <= D69 < 0.0948342 AND 0 <= D418 < 0.08
2,"D71,D504","0,0",2324,0.6195681151692882,0 <= D71 < 0.1 AND 0 <= D504 < 0.1
2,"D76,D167","0,0",2324,0.6195681151692882,0 <= D76 < 0.0929903 AND 0 <= D167 < 0.1
2,"D101,D460","0,0",2324,0.6195681151692882,0 <= D101 < 0.1 AND 0 <= D460 < 0.1
2,"D108,D595","0,0",2324,0.6195681151692882,0 <= D108 < 0.1 AND 0 <= D595 < 0.09
2,"D157,D219","0,0",2324,0.6195681151692882,0 <= D157 < 0.1 AND 0 <= D219 < 0.082555
2,"D195,D469","0,0",2324,0.6195681151692882,0 <= D195 < 0.0998499 AND 0 <= D469 < 0.1
2,"D505,D686","0,0",2324,0.6195681151692882,0 <= D505 < 0.0873016 AND 0 <= D686 < 0.1
2,"D842,D947","0,0",2324,0.6195681151692882,0 <= D842 < 0.1 AND 0 <= D947 < 0.1
2,"D4,D33","0,0",2323,0.6193015195947748,0 <= D4 < 0.1 AND 0 <= D33 < 0.0802001
2,"D24,D82","0,0",2323,0.6193015195947748,0 <= D24 < 0.1 AND 0 <= D82 < 0.1
2,"D37,D207","0,7",2323,0.6193015195947748,0 <= D37 < 0.1 AND 0.682251 <= D207 < 0.779715
2,"D66,D216","0,0",2323,0.6193015195947748,0 <= D66 < 0.0676523 AND 0 <= D216 < 0.1
2,"D66,D223","0,0",2323,0.6193015195947748,0 <= D66 < 0.0676523 AND 0 <= D223 < 0.096968
2,"D68,D76","0,0",2323,0.6193015195947748,0 <= D68 < 0.09375 AND 0 <= D76 < 0.0929903
2,"D82,D457","0,0",2323,0.6193015195947748,0 <= D82 < 0.1 AND 0 <= D457 < 0.052381
2,"D82,D699","0,0",2323,0.6193015195947748,0 <= D82 < 0.1 AND 0 <= D699 < 0.1
2,"D82,D808","0,0",2323,0.6193015195947748,0 <= D82 < 0.1 AND 0 <= D808 < 0.075
2,"D101,D227","0,0",2323,0.6193015195947748,0 <= D101 < 0.1 AND 0 <= D227 < 0.1
2,"D159,D205","0,7",2323,0.6193015195947748,0 <= D159 < 0.0451613 AND 0.70972 <= D205 < 0.80648
2,"D203,D415","0,0",2323,0.6193015195947748,0 <= D203 < 0.0976333 AND 0 <= D415 < 0.1
2,"D373,D462","0,0",2323,0.6193015195947748,0 <= D373 < 0.1 AND 0 <= D462 < 0.0666667
2,"D373,D843","0,0",2323,0.6193015195947748,0 <= D373 < 0.1 AND 0 <= D843 < 0.1
2,"D621,D747","0,0",2323,0.6193015195947748,0 <= D621 < 0.052381 AND 0 <= D747 < 0.1
2,"D661,D697","0,0",2323,0.6193015195947748,0 <= D661 < 0.1 AND 0 <= D697 < 0.1
2,"D4,D458","0,0",2322,0.6190349240202613,0 <= D4 < 0.1 AND 0 <= D458 < 0.095
2,"D12,D228","0,0",2322,0.6190349240202613,0 <= D12 < 0.1 AND 0 <= D228 < 0.0666667
2,"D35,D505","0,0",2322,0.6190349240202613,0 <= D35 < 0.0898321 AND 0 <= D505 < 0.0873016
2,"D36,D68","0,0",2322,0.6190349240202613,0 <= D36 < 0.1 AND 0 <= D68 < 0.09375
2,"D36,D457","0,0",2322,0.6190349240202613,0 <= D36 < 0.1 AND 0 <= D457 < 0.052381
2,"D37,D807","0,0",2322,0.6190349240202613,0 <= D37 < 0.1 AND 0 <= D807 < 0.1
2,"D44,D607","0,0",2322,0.6190349240202613,0 <= D44 < 0.0871676 AND 0 <= D607 < 0.0928571
2,"D73,D205","0,7",2322,0.6190349240202613,0 <= D73 < 0.0736891 AND 0.70972 <= D205 < 0.80648
2,"D167,D609","0,0",2322,0.6190349240202613,0 <= D167 < 0.1 AND 0 <= D609 < 0.075
2,"D217,D459","5,0",2322,0.6190349240202613,0.5 <= D217 < 0.6 AND 0 <= D459 < 0.1
2,"D457,D458","0,0",2322,0.6190349240202613,0 <= D457 < 0.052381 AND 0 <= D458 < 0.095
2,"D661,D806","0,0",2322,0.6190349240202613,0 <= D661 < 0.1 AND 0 <= D806 < 0.1
2,"D20,D687","0,0",2321,0.6187683284457478,0 <= D20 < 0.0895526 AND 0 <= D687 < 0.05
2,"D54,D469","0,0",2321,0.6187683284457478,0 <= D54 < 0.0802514 AND 0 <= D469 < 0.1
2,"D55,D469","0,0",2321,0.6187683284457478,0 <= D55 < 0.0945099 AND 0 <= D469 < 0.1
2,"D58,D173","0,0",2321,0.6187683284457478,0 <= D58 < 0.1 AND 0 <= D173 < 0.0885242
2,"D63,D151","0,0",2321,0.6187683284457478,0 <= D63 < 0.0745698 AND 0 <= D151 < 0.1
2,"D65,D608","0,0",2321,0.6187683284457478,0 <= D65 < 0.0833864 AND 0 <= D608 < 0.1
2,"D69,D844","0,0",2321,0.6187683284457478,0 <= D69 < 0.0948342 AND 0 <= D844 < 0.1
2,"D163,D479","0,0",2321,0.6187683284457478,0 <= D163 < 0.09 AND 0 <= D479 < 0.0766667
2,"D167,D674","0,0",2321,0.6187683284457478,0 <= D167 < 0.1 AND 0 <= D674 < 0.1
2,"D167,D808","0,0",2321,0.6187683284457478,0 <= D167 < 0.1 AND 0 <= D808 < 0.075
2,"D180,D660","4,0",2321,0.6187683284457478,0.391951 <= D180 < 0.466313 AND 0 <= D660 < 0.1
2,"D205,D926","7,0",2321,0.6187683284457478,0.70972 <= D205 < 0.80648 AND 0 <= D926 < 0.085
2,"D459,D608","0,0",2321,0.6187683284457478,0 <= D459 < 0.1 AND 0 <= D608 < 0.1
2,"D29,D73","0,0",2320,0.6185017328712343,0 <= D29 < 0.1 AND 0 <= D73 < 0.0736891
2,"D29,D842","0,0",2320,0.6185017328712343,0 <= D29 < 0.1 AND 0 <= D842 < 0.1
2,"D63,D73","0,0",2320,0.6185017328712343,0 <= D63 < 0.0745698 AND 0 <= D73 < 0.0736891
2,"D71,D155","0,0",2320,0.6185017328712343,0 <= D71 < 0.1 AND 0 <= D155 < 0.0764706
2,"D101,D462","0,0",2320,0.6185017328712343,0 <= D101 < 0.1 AND 0 <= D462 < 0.0666667
2,"D101,D936","0,0",2320,0.6185017328712343,0 <= D101 < 0.1 AND 0 <= D936 < 0.1
2,"D159,D457","0,0",2320,0.6185017328712343,0 <= D159 < 0.0451613 AND 0 <= D457 < 0.052381
2,"D180,D219","4,0",2320,0.6185017328712343,0.391951 <= D180 < 0.466313 AND 0 <= D219 < 0.082555
2,"D180,D747","4,0",2320,0.6185017328712343,0.391951 <= D180 < 0.466313 AND 0 <= D747 < 0.1
2,"D185,D469","0,0",2320,0.6185017328712343,0 <= D185 < 0.1 AND 0 <= D469 < 0.1
2,"D29,D750","0,0",2319,0.6182351372967209,0 <= D29 < 0.1 AND 0 <= D750 < 0.1
2,"D49,D55","0,0",2319,0.6182351372967209,0 <= D49 < 0.0775407 AND 0 <= D55 < 0.0945099
2,"D53,D505","0,0",2319,0.6182351372967209,0 <= D53 < 0.087848 AND 0 <= D505 < 0.0873016
2,"D62,D688","0,0",2319,0.6182351372967209,0 <= D62 < 0.1 AND 0 <= D688 < 0.1
2,"D65,D505","0,0",2319,0.6182351372967209,0 <= D65 < 0.0833864 AND 0 <= D505 < 0.0873016
2,"D66,D699","0,0",2319,0.6182351372967209,0 <= D66 < 0.0676523 AND 0 <= D699 < 0.1
2,"D88,D472","0,0",2319,0.6182351372967209,0 <= D88 < 0.1 AND 0 <= D472 < 0.0923077
2,"D101,D934","0,0",2319,0.6182351372967209,0 <= D101 < 0.1 AND 0 <= D934 < 0.1
2,"D129,D505","0,0",2319,0.6182351372967209,0 <= D129 < 0.1 AND 0 <= D505 < 0.0873016
2,"D159,D674","0,0",2319,0.6182351372967209,0 <= D159 < 0.0451613 AND 0 <= D674 < 0.1
2,"D173,D687","0,0",2319,0.6182351372967209,0 <= D173 < 0.0885242 AND 0 <= D687 < 0.05
2,"D195,D415","0,0",2319,0.6182351372967209,0 <= D195 < 0.0998499 AND 0 <= D415 < 0.1
2,"D373,D699","0,0",2319,0.6182351372967209,0 <= D373 < 0.1 AND 0 <= D699 < 0.1
2,"D416,D660","0,0",2319,0.6182351372967209,0 <= D416 < 0.1 AND 0 <= D660 < 0.1
2,"D43,D674","0,0",2318,0.6179685417222074,0 <= D43 < 0.1 AND 0 <= D674 < 0.1
2,"D63,D661","0,0",2318,0.6179685417222074,0 <= D63 < 0.0745698 AND 0 <= D661 < 0.1
2,"D66,D166","0,0",2318,0.6179685417222074,0 <= D66 < 0.0676523 AND 0 <= D166 < 0.1
2,"D66,D514","0,0",2318,0.6179685417222074,0 <= D66 < 0.0676523 AND 0 <= D514 < 0.1
2,"D119,D182","0,0",2318,0.6179685417222074,0 <= D119 < 0.1 AND 0 <= D182 < 0.1
2,"D173,D598","0,0",2318,0.6179685417222074,0 <= D173 < 0.0885242 AND 0 <= D598 < 0.1
2,"D209,D608","2,0",2318,0.6179685417222074,0.2 <= D209 < 0.3 AND 0 <= D608 < 0.1
2,"D3,D426","0,0",2317,0.6177019461476939,0 <= D3 < 0.095 AND 0 <= D426 < 0.1
2,"D20,D514","0,0",2317,0.6177019461476939,0 <= D20 < 0.0895526 AND 0 <= D514 < 0.1
2,"D33,D457","0,0",2317,0.6177019461476939,0 <= D33 < 0.0802001 AND 0 <= D457 < 0.052381
2,"D35,D608","0,0",2317,0.6177019461476939,0 <= D35 < 0.0898321 AND 0 <= D608 < 0.1
2,"D62,D750","0,0",2317,0.6177019461476939,0 <= D62 < 0.1 AND 0 <= D750 < 0.1
2,"D219,D934","0,0",2317,0.6177019461476939,0 <= D219 < 0.082555 AND 0 <= D934 < 0.1
2,"D469,D739","0,0",2317,0.6177019461476939,0 <= D469 < 0.1 AND 0 <= D739 < 0.0977273
2,"D505,D687","0,0",2317,0.6177019461476939,0 <= D505 < 0.0873016 AND 0 <= D687 < 0.05
2,"D583,D660","0,0",2317,0.6177019461476939,0 <= D583 < 0.1 AND 0 <= D660 < 0.1
2,"D660,D688","0,0",2317,0.6177019461476939,0 <= D660 < 0.1 AND 0 <= D688 < 0.1
2,"D1,D843","0,0",2316,0.6174353505731804,0 <= D1 < 0.1 AND 0 <= D843 < 0.1
2,"D22,D167","0,0",2316,0.6174353505731804,0 <= D22 < 0.0896552 AND 0 <= D167 < 0.1
2,"D33,D228","0,0",2316,0.6174353505731804,0 <= D33 < 0.0802001 AND 0 <= D228 < 0.0666667
2,"D36,D167","0,0",2316,0.6174353505731804,0 <= D36 < 0.1 AND 0 <= D167 < 0.1
2,"D110,D194","0,0",2316,0.6174353505731804,0 <= D110 < 0.1 AND 0 <= D194 < 0.1
2,"D182,D608","0,0",2316,0.6174353505731804,0 <= D182 < 0.1 AND 0 <= D608 < 0.1
2,"D212,D469","0,0",2316,0.6174353505731804,0 <= D212 < 0.0993831 AND 0 <= D469 < 0.1
2,"D607,D802","0,0",2316,0.6174353505731804,0 <= D607 < 0.0928571 AND 0 <= D802 < 0.0825
2,"D802,D927","0,0",2316,0.6174353505731804,0 <= D802 < 0.0825 AND 0 <= D927 < 0.1
2,"D20,D161","0,0",2315,0.617168754998667,0 <= D20 < 0.0895526 AND 0 <= D161 < 0.075
2,"D54,D808","0,0",2315,0.617168754998667,0 <= D54 < 0.0802514 AND 0 <= D808 < 0.075
2,"D69,D180","0,4",2315,0.617168754998667,0 <= D69 < 0.0948342 AND 0.391951 <= D180 < 0.466313
2,"D129,D209","0,2",2315,0.617168754998667,0 <= D129 < 0.1 AND 0.2 <= D209 < 0.3
2,"D158,D927","0,0",2315,0.617168754998667,0 <= D158 < 0.1 AND 0 <= D927 < 0.1
2,"D419,D479","0,0",2315,0.617168754998667,0 <= D419 < 0.1 AND 0 <= D479 < 0.0766667
2,"D458,D609","0,0",2315,0.617168754998667,0 <= D458 < 0.095 AND 0 <= D609 < 0.075
2,"D660,D841","0,0",2315,0.617168754998667,0 <= D660 < 0.1 AND 0 <= D841 < 0.1
2,"D3,D419","0,0",2314,0.6169021594241536,0 <= D3 < 0.095 AND 0 <= D419 < 0.1
2,"D12,D157","0,0",2314,0.6169021594241536,0 <= D12 < 0.1 AND 0 <= D157 < 0.1
2,"D33,D157","0,0",2314,0.6169021594241536,0 <= D33 < 0.0802001 AND 0 <= D157 < 0.1
2,"D33,D460","0,0",2314,0.6169021594241536,0 <= D33 < 0.0802001 AND 0 <= D460 < 0.1
2,"D38,D419","0,0",2314,0.6169021594241536,0 <= D38 < 0.1 AND 0 <= D419 < 0.1
2,"D49,D110","0,0",2314,0.6169021594241536,0 <= D49 < 0.0775407 AND 0 <= D110 < 0.1
2,"D54,D63","0,0",2314,0.6169021594241536,0 <= D54 < 0.0802514 AND 0 <= D63 < 0.0745698
2,"D55,D219","0,0",2314,0.6169021594241536,0 <= D55 < 0.0945099 AND 0 <= D219 < 0.082555
2,"D71,D802","0,0",2314,0.6169021594241536,0 <= D71 < 0.1 AND 0 <= D802 < 0.0825
2,"D88,D119","0,0",2314,0.6169021594241536,0 <= D88 < 0.1 AND 0 <= D119 < 0.1
2,"D101,D360","0,0",2314,0.6169021594241536,0 <= D101 < 0.1 AND 0 <= D360 < 0.1
2,"D143,D608","0,0",2314,0.6169021594241536,0 <= D143 < 0.1 AND 0 <= D608 < 0.1
2,"D157,D505","0,0",2314,0.6169021594241536,0 <= D157 < 0.1 AND 0 <= D505 < 0.0873016
2,"D161,D947","0,0",2314,0.6169021594241536,0 <= D161 < 0.075 AND 0 <= D947 < 0.1
2,"D173,D470","0,0",2314,0.6169021594241536,0 <= D173 < 0.0885242 AND 0 <= D470 < 0.0583333
2,"D469,D624","0,0",2314,0.6169021594241536,0 <= D469 < 0.1 AND 0 <= D624 < 0.1
2,"D3,D607","0,0",2313,0.6166355638496401,0 <= D3 < 0.095 AND 0 <= D607 < 0.0928571
2,"D4,D101","0,0",2313,0.6166355638496401,0 <= D4 < 0.1 AND 0 <= D101 < 0.1
2,"D35,D194","0,0",2313,0.6166355638496401,0 <= D35 < 0.0898321 AND 0 <= D194 < 0.1
2,"D44,D58","0,0",2313,0.6166355638496401,0 <= D44 < 0.0871676 AND 0 <= D58 < 0.1
2,"D54,D167","0,0",2313,0.6166355638496401,0 <= D54 < 0.0802514 AND 0 <= D167 < 0.1
2,"D62,D158","0,0",2313,0.6166355638496401,0 <= D62 < 0.1 AND 0 <= D158 < 0.1
2,"D82,D203","0,0",2313,0.6166355638496401,0 <= D82 < 0.1 AND 0 <= D203 < 0.0976333
2,"D88,D109","0,0",2313,0.6166355638496401,0 <= D88 < 0.1 AND 0 <= D109 < 0.0833333
2,"D88,D216","0,0",2313,0.6166355638496401,0 <= D88 < 0.1 AND 0 <= D216 < 0.1
2,"D117,D205","0,7",2313,0.6166355638496401,0 <= D117 < 0.1 AND 0.70972 <= D205 < 0.80648
2,"D157,D479","0,0",2313,0.6166355638496401,0 <= D157 < 0.1 AND 0 <= D479 < 0.0766667
2,"D417,D947","0,0",2313,0.6166355638496401,0 <= D417 < 0.0625 AND 0 <= D947 < 0.1
2,"D504,D739","0,0",2313,0.6166355638496401,0 <= D504 < 0.1 AND 0 <= D739 < 0.0977273
2,"D44,D54","0,0",2312,0.6163689682751267,0 <= D44 < 0.0871676 AND 0 <= D54 < 0.0802514
2,"D53,D469","0,0",2312,0.6163689682751267,0 <= D53 < 0.087848 AND 0 <= D469 < 0.1
2,"D59,D71","0,0",2312,0.6163689682751267,0 <= D59 < 0.1 AND 0 <= D71 < 0.1
2,"D64,D608","0,0",2312,0.6163689682751267,0 <= D64 < 0.1 AND 0 <= D608 < 0.1
2,"D76,D925","0,0",2312,0.6163689682751267,0 <= D76 < 0.0929903 AND 0 <= D925 < 0.1
2,"D118,D660","0,0",2312,0.6163689682751267,0 <= D118 < 0.0922243 AND 0 <= D660 < 0.1
2,"D119,D373","0,0",2312,0.6163689682751267,0 <= D119 < 0.1 AND 0 <= D373 < 0.1
2,"D129,D182","0,0",2312,0.6163689682751267,0 <= D129 < 0.1 AND 0 <= D182 < 0.1
2,"D151,D697","0,0",2312,0.6163689682751267,0 <= D151 < 0.1 AND 0 <= D697 < 0.1
2,"D167,D597","0,0",2312,0.6163689682751267,0 <= D167 < 0.1 AND 0 <= D597 < 0.1
2,"D167,D802","0,0",2312,0.6163689682751267,0 <= D167 < 0.1 AND 0 <= D802 < 0.0825
2,"D175,D505","1,0",2312,0.6163689682751267,0.0991675 <= D175 < 0.179435 AND 0 <= D505 < 0.0873016
2,"D209,D607","2,0",2312,0.6163689682751267,0.2 <= D209 < 0.3 AND 0 <= D607 < 0.0928571
2,"D607,D925","0,0",2312,0.6163689682751267,0 <= D607 < 0.0928571 AND 0 <= D925 < 0.1
