row_index,binary_selected,binary_k2,binary_k3,binary_k4,binary_k2_aligned_to_mixed,binary_k4_aligned_to_mixed,mixed_classical_selected,mixed_balanced_selected,mixed_balanced_k2,mixed_balanced_k4,Activity
1701,1,1,2,3,1,3,1,2,1,3,1
1702,2,1,1,2,1,2,0,0,1,2,1
1703,0,0,0,1,0,1,1,3,0,1,0
1704,1,1,2,3,1,3,1,2,1,3,0
1705,3,0,0,0,0,0,1,1,0,0,1
1706,1,1,2,3,1,3,1,2,1,3,0
1707,2,1,1,2,1,2,0,0,1,2,1
1708,3,0,0,0,0,0,1,1,0,0,0
1709,0,0,0,1,0,1,1,3,0,1,0
1710,3,0,0,0,0,0,1,1,0,0,1
1711,3,0,0,0,0,0,1,1,0,0,1
1712,2,1,1,2,1,2,0,0,1,2,1
1713,1,1,2,3,1,3,1,2,1,3,0
1714,3,0,0,0,0,0,1,1,0,0,0
1715,2,1,1,2,1,2,0,0,1,2,1
1716,1,1,2,3,1,3,1,2,1,3,1
1717,3,0,0,0,0,0,1,1,0,0,0
1718,0,0,0,1,0,1,1,3,0,1,0
1719,2,1,1,2,1,2,0,0,1,2,1
1720,2,1,1,2,1,2,0,0,1,2,0
1721,0,0,0,1,0,1,1,3,0,1,1
1722,1,1,2,3,1,3,1,2,1,3,0
1723,3,0,0,0,0,0,1,1,0,0,0
1724,1,1,2,3,1,3,1,2,1,3,1
1725,3,0,0,0,0,0,1,1,0,0,0
1726,3,0,0,0,0,0,1,1,0,0,1
1727,3,0,0,0,0,0,1,1,0,0,1
1728,0,0,0,1,0,1,1,3,0,1,0
1729,3,0,0,0,0,0,1,1,0,0,1
1730,2,1,1,2,1,2,0,0,1,2,1
1731,1,1,2,3,1,3,1,2,1,3,1
1732,1,1,2,3,1,3,1,2,1,3,0
1733,3,0,0,0,0,0,1,1,0,0,1
1734,2,1,1,2,1,2,0,0,1,2,1
1735,1,1,2,3,1,3,1,2,1,3,1
1736,2,1,1,2,1,2,0,0,1,2,1
1737,1,1,2,3,1,3,1,2,1,3,0
1738,2,1,1,2,1,2,0,0,1,2,1
1739,2,1,1,2,1,2,0,0,1,2,1
1740,1,1,2,3,1,3,1,2,1,3,1
1741,0,0,0,1,0,1,1,3,0,1,0
1742,2,1,1,2,1,2,0,0,1,2,1
1743,3,0,0,0,0,0,1,1,0,0,0
1744,2,1,1,2,1,2,0,0,1,2,0
1745,0,0,0,1,0,1,1,3,0,1,0
1746,3,0,0,0,0,0,1,1,0,0,1
1747,2,1,1,2,1,2,0,0,1,2,1
1748,2,1,1,2,1,2,0,0,1,2,0
1749,1,1,2,3,1,3,1,2,1,3,0
1750,1,1,2,3,1,3,1,2,1,3,0
1751,3,0,0,0,0,0,1,1,0,0,1
1752,2,1,1,2,1,2,0,0,1,2,0
1753,1,1,2,3,1,3,1,2,1,3,1
1754,2,1,1,2,1,2,0,0,1,2,0
1755,3,0,0,0,0,0,1,1,0,0,0
1756,0,0,0,1,0,1,1,3,0,1,0
1757,1,1,2,3,1,3,1,2,1,3,1
1758,3,0,0,0,0,0,1,1,0,0,1
1759,2,1,1,2,1,2,0,0,1,2,1
1760,1,1,2,3,1,3,1,2,1,3,1
1761,2,1,1,2,1,2,0,0,1,2,1
1762,2,1,1,2,1,2,0,0,1,2,1
1763,1,1,2,3,1,3,1,2,1,3,1
1764,1,1,2,3,1,3,1,2,1,3,1
1765,2,1,1,2,1,2,0,0,1,2,1
1766,3,0,0,0,0,0,1,1,0,0,1
1767,1,1,2,3,1,3,1,2,1,3,1
1768,3,0,0,0,0,0,1,1,0,0,0
1769,3,0,0,0,0,0,1,1,0,0,1
1770,1,1,2,3,1,3,1,2,1,3,0
1771,3,0,0,0,0,0,1,1,0,0,0
1772,2,1,1,2,1,2,0,0,1,2,0
1773,2,1,1,2,1,2,0,0,1,2,1
1774,3,0,0,0,0,0,1,1,0,0,1
1775,3,0,0,0,0,0,1,1,0,0,0
1776,1,1,2,3,1,3,1,2,1,3,1
1777,3,0,0,0,0,0,1,1,0,0,0
1778,1,1,2,3,1,3,1,2,1,3,1
1779,2,1,1,2,1,2,0,0,1,2,0
1780,1,1,2,3,1,3,1,2,1,3,0
1781,1,1,2,3,1,3,1,2,1,3,1
1782,3,0,0,0,0,0,1,1,0,0,0
1783,3,0,0,0,0,0,1,1,0,0,1
1784,3,0,0,0,0,0,1,1,0,0,0
1785,2,1,1,2,1,2,0,0,1,2,0
1786,1,1,2,3,1,3,1,2,1,3,1
1787,1,1,2,3,1,3,1,2,1,3,1
1788,0,0,0,1,0,1,1,3,0,1,1
1789,3,0,0,0,0,0,1,1,0,0,1
1790,2,1,1,2,1,2,0,0,1,2,0
1791,2,1,1,2,1,2,0,0,1,2,0
1792,1,1,2,3,1,3,1,2,1,3,1
1793,1,1,2,3,1,3,1,2,1,3,0
1794,0,0,0,1,0,1,1,3,0,1,1
1795,1,1,2,3,1,3,1,2,1,3,0
1796,2,1,1,2,1,2,0,0,1,2,1
1797,0,0,0,1,0,1,1,3,0,1,0
1798,2,1,1,2,1,2,0,0,1,2,1
1799,2,1,1,2,1,2,0,0,1,2,1
1800,1,1,2,3,1,3,1,2,1,3,1
1801,1,1,2,3,1,3,1,2,1,3,1
1802,3,0,0,0,0,0,1,1,0,0,0
1803,3,0,0,0,0,0,1,1,0,0,0
1804,2,1,1,2,1,2,0,0,1,2,0
1805,1,1,2,3,1,3,1,2,1,3,1
1806,1,1,2,3,1,3,1,2,1,3,1
1807,3,0,0,0,0,0,1,1,0,0,0
1808,2,1,1,2,1,2,0,0,1,2,1
1809,2,1,1,2,1,2,0,0,1,2,1
1810,1,1,2,3,1,3,1,2,1,3,0
1811,2,1,1,2,1,2,0,0,1,2,1
1812,3,0,0,0,0,0,1,1,0,0,1
1813,2,1,1,2,1,2,0,0,1,2,0
1814,2,1,1,2,1,2,0,0,1,2,1
1815,0,0,0,1,0,1,1,3,0,1,1
1816,1,1,2,3,1,3,1,2,1,3,1
1817,2,1,1,2,1,2,0,0,1,2,1
1818,3,0,0,0,0,0,1,1,0,0,0
1819,1,1,2,3,1,3,1,2,1,3,1
1820,2,1,1,2,1,2,0,0,1,2,1
1821,1,1,2,3,1,3,1,2,1,3,1
1822,2,1,1,2,1,2,0,0,1,2,0
1823,3,0,0,0,0,0,1,1,0,0,1
1824,1,1,2,3,1,3,1,2,1,3,0
1825,3,0,0,0,0,0,1,1,0,0,0
1826,3,0,0,0,0,0,1,1,0,0,0
1827,1,1,2,3,1,3,1,2,1,3,1
1828,0,0,0,1,0,1,1,3,0,1,1
1829,1,1,2,3,1,3,1,2,1,3,0
1830,3,0,0,0,0,0,1,1,0,0,0
1831,1,1,2,3,1,3,1,2,1,3,0
1832,0,0,0,1,0,1,1,3,0,1,1
1833,0,0,0,1,0,1,1,3,0,1,0
1834,3,0,0,0,0,0,1,1,0,0,1
1835,2,1,1,2,1,2,0,0,1,2,1
1836,3,0,0,0,0,0,1,1,0,0,0
1837,1,1,2,3,1,3,1,2,1,3,1
1838,1,1,2,3,1,3,1,2,1,3,1
1839,2,1,1,2,1,2,0,0,1,2,0
1840,2,1,1,2,1,2,0,0,1,2,0
1841,1,1,2,3,1,3,1,2,1,3,0
1842,3,0,0,0,0,0,1,1,0,0,0
1843,1,1,2,3,1,3,1,2,1,3,0
1844,3,0,0,0,0,0,1,1,0,0,1
1845,0,0,0,1,0,1,1,3,0,1,0
1846,2,1,1,2,1,2,0,0,1,2,1
1847,3,0,0,0,0,0,1,1,0,0,1
1848,3,0,0,0,0,0,1,1,0,0,0
1849,1,1,2,3,1,3,1,2,1,3,1
1850,2,1,1,2,1,2,0,0,1,2,0
1851,2,1,1,2,1,2,0,0,1,2,1
1852,1,1,2,3,1,3,1,2,1,3,0
1853,1,1,2,3,1,3,1,2,1,3,0
1854,2,1,1,2,1,2,0,0,1,2,1
1855,0,0,0,1,0,1,1,3,0,1,0
1856,3,0,0,0,0,0,1,1,0,0,1
1857,1,1,2,3,1,3,1,2,1,3,1
1858,1,1,2,3,1,3,1,2,1,3,0
1859,0,0,0,1,0,1,1,3,0,1,0
1860,1,1,2,3,1,3,1,2,1,3,1
1861,1,1,2,3,1,3,1,2,1,3,1
1862,0,0,0,1,0,1,1,3,0,1,0
1863,3,0,0,0,0,0,1,1,0,0,1
1864,3,0,0,0,0,0,1,1,0,0,1
1865,1,1,2,3,1,3,1,2,1,3,0
1866,1,1,2,3,1,3,1,2,1,3,0
1867,3,0,0,0,0,0,1,1,0,0,1
1868,1,1,2,3,1,3,1,2,1,3,1
1869,3,0,0,0,0,0,1,1,0,0,0
1870,1,1,2,3,1,3,1,2,1,3,1
1871,3,0,0,0,0,0,1,1,0,0,0
1872,1,1,2,3,1,3,1,2,1,3,1
1873,1,1,2,3,1,3,1,2,1,3,0
1874,3,0,0,0,0,0,1,1,0,0,1
1875,2,1,1,2,1,2,0,0,1,2,0
1876,1,1,2,3,1,3,1,2,1,3,1
1877,1,1,2,3,1,3,1,2,1,3,1
1878,2,1,1,2,1,2,0,0,1,2,0
1879,3,0,0,0,0,0,1,1,0,0,0
1880,1,1,2,3,1,3,1,2,1,3,1
1881,3,0,0,0,0,0,1,1,0,0,1
1882,1,1,2,3,1,3,1,2,1,3,0
1883,1,1,2,3,1,3,1,2,1,3,0
1884,1,1,2,3,1,3,1,2,1,3,1
1885,0,0,0,1,0,1,1,3,0,1,0
1886,0,0,0,1,0,1,1,3,0,1,1
1887,0,0,0,1,0,1,1,3,0,1,0
1888,1,1,2,3,1,3,1,2,1,3,1
1889,2,1,1,2,1,2,0,0,1,2,0
1890,3,0,0,0,0,0,1,1,0,0,1
1891,1,1,2,3,1,3,1,2,1,3,0
1892,1,1,2,3,1,3,1,2,1,3,0
1893,1,1,2,3,1,3,1,2,1,3,1
1894,1,1,2,3,1,3,1,2,1,3,0
1895,1,1,2,3,1,3,1,2,1,3,1
1896,3,0,0,0,0,0,1,1,0,0,1
1897,2,1,1,2,1,2,0,0,1,2,1
1898,1,1,2,3,1,3,1,2,1,3,0
1899,1,1,2,3,1,3,1,2,1,3,0
1900,2,1,1,2,1,2,0,0,1,2,1
1901,1,1,2,3,1,3,1,2,1,3,1
1902,1,1,2,3,1,3,1,2,1,3,1
1903,2,1,1,2,1,2,0,0,1,2,1
1904,2,1,1,2,1,2,0,0,1,2,0
1905,3,0,0,0,0,0,1,1,0,0,0
1906,2,1,1,2,1,2,0,0,1,2,1
1907,1,1,2,3,1,3,1,2,1,3,1
1908,2,1,1,2,1,2,0,0,1,2,1
1909,1,1,2,3,1,3,1,2,1,3,1
1910,1,1,2,3,1,3,1,2,1,3,1
1911,2,1,1,2,1,2,0,0,1,2,0
1912,1,1,2,3,1,3,1,2,1,3,1
1913,1,1,2,3,1,3,1,2,1,3,1
1914,3,0,0,0,0,0,1,1,0,0,0
1915,2,1,1,2,1,2,0,0,1,2,1
1916,1,1,2,3,1,3,1,2,1,3,0
1917,1,1,2,3,1,3,1,2,1,3,1
1918,1,1,2,3,1,3,1,2,1,3,0
1919,2,1,1,2,1,2,0,0,1,2,0
1920,3,0,0,0,0,0,1,1,0,0,0
1921,1,1,2,3,1,3,1,2,1,3,1
1922,2,1,1,2,1,2,0,0,1,2,1
1923,1,1,2,3,1,3,1,2,1,3,0
1924,1,1,2,3,1,3,1,2,1,3,1
1925,1,1,2,3,1,3,1,2,1,3,1
1926,0,0,0,1,0,1,1,3,0,1,0
1927,0,0,0,1,0,1,1,3,0,1,0
1928,2,1,1,2,1,2,0,0,1,2,0
1929,1,1,2,3,1,3,1,2,1,3,1
1930,0,0,0,1,0,1,1,3,0,1,0
1931,3,0,0,0,0,0,1,1,0,0,0
1932,3,0,0,0,0,0,1,1,0,0,0
1933,0,0,0,1,0,1,1,3,0,1,0
1934,0,0,0,1,0,1,1,3,0,1,0
1935,3,0,0,0,0,0,1,1,0,0,1
1936,0,0,0,1,0,1,1,3,0,1,0
1937,2,1,1,2,1,2,0,0,1,2,0
1938,3,0,0,0,0,0,1,1,0,0,0
1939,1,1,2,3,1,3,1,2,1,3,0
1940,3,0,0,0,0,0,1,1,0,0,0
1941,3,0,0,0,0,0,1,1,0,0,1
1942,2,1,1,2,1,2,0,0,1,2,0
1943,2,1,1,2,1,2,0,0,1,2,0
1944,3,0,0,0,0,0,1,1,0,0,1
1945,0,0,0,1,0,1,1,3,0,1,0
1946,2,1,1,2,1,2,0,0,1,2,0
1947,1,1,2,3,1,3,1,2,1,3,0
1948,3,0,0,0,0,0,1,1,0,0,0
1949,2,1,1,2,1,2,0,0,1,2,1
1950,1,1,2,3,1,3,1,2,1,3,1
1951,1,1,2,3,1,3,1,2,1,3,0
1952,2,1,1,2,1,2,0,0,1,2,0
1953,1,1,2,3,1,3,1,2,1,3,0
1954,1,1,2,3,1,3,1,2,1,3,0
1955,0,0,0,1,0,1,1,3,0,1,1
1956,1,1,2,3,1,3,1,2,1,3,1
1957,1,1,2,3,1,3,1,2,1,3,1
1958,2,1,1,2,1,2,0,0,1,2,1
1959,0,0,0,1,0,1,1,3,0,1,0
1960,3,0,0,0,0,0,1,1,0,0,0
1961,2,1,1,2,1,2,0,0,1,2,1
1962,1,1,2,3,1,3,1,2,1,3,1
1963,3,0,0,0,0,0,1,1,0,0,1
1964,2,1,1,2,1,2,0,0,1,2,1
1965,2,1,1,2,1,2,0,0,1,2,1
1966,2,1,1,2,1,2,0,0,1,2,0
1967,1,1,2,3,1,3,1,2,1,3,1
1968,1,1,2,3,1,3,1,2,1,3,1
1969,2,1,1,2,1,2,0,0,1,2,0
1970,3,0,0,0,0,0,1,1,0,0,1
1971,0,0,0,1,0,1,1,3,0,1,1
1972,1,1,2,3,1,3,1,2,1,3,1
1973,0,0,0,1,0,1,1,3,0,1,1
1974,1,1,2,3,1,3,1,2,1,3,0
1975,2,1,1,2,1,2,0,0,1,2,1
1976,1,1,2,3,1,3,1,2,1,3,1
1977,3,0,0,0,0,0,1,1,0,0,1
1978,0,0,0,1,0,1,1,3,0,1,1
1979,0,0,0,1,0,1,1,3,0,1,0
1980,1,1,2,3,1,3,1,2,1,3,1
1981,2,1,1,2,1,2,0,0,1,2,0
1982,1,1,2,3,1,3,1,2,1,3,1
1983,1,1,2,3,1,3,1,2,1,3,1
1984,1,1,2,3,1,3,1,2,1,3,1
1985,2,1,1,2,1,2,0,0,1,2,1
1986,2,1,1,2,1,2,0,0,1,2,1
1987,0,0,0,1,0,1,1,3,0,1,1
1988,3,0,0,0,0,0,1,1,0,0,1
1989,1,1,2,3,1,3,1,2,1,3,1
1990,2,1,1,2,1,2,0,0,1,2,0
1991,1,1,2,3,1,3,1,2,1,3,0
1992,3,0,0,0,0,0,1,1,0,0,1
1993,1,1,2,3,1,3,1,2,1,3,1
1994,3,0,0,0,0,0,1,1,0,0,1
1995,3,0,0,0,0,0,1,1,0,0,0
1996,1,1,2,3,1,3,1,2,1,3,0
1997,1,1,2,3,1,3,1,2,1,3,0
1998,1,1,2,3,1,3,1,2,1,3,0
1999,3,0,0,0,0,0,1,1,0,0,1
2000,0,0,0,1,0,1,1,3,0,1,0
2001,1,1,2,3,1,3,1,2,1,3,1
2002,2,1,1,2,1,2,0,0,1,2,1
2003,1,1,2,3,1,3,1,2,1,3,0
2004,2,1,1,2,1,2,0,0,1,2,0
2005,1,1,2,3,1,3,1,2,1,3,1
2006,2,1,1,2,1,2,0,0,1,2,1
2007,2,1,1,2,1,2,0,0,1,2,1
2008,1,1,2,3,1,3,1,2,1,3,1
2009,3,0,0,0,0,0,1,1,0,0,0
2010,2,1,1,2,1,2,0,0,1,2,0
2011,1,1,2,3,1,3,1,2,1,3,1
2012,3,0,0,0,0,0,1,1,0,0,1
2013,3,0,0,0,0,0,1,1,0,0,1
2014,1,1,2,3,1,3,1,2,1,3,1
2015,1,1,2,3,1,3,1,2,1,3,0
2016,1,1,2,3,1,3,1,2,1,3,1
2017,3,0,0,0,0,0,1,1,0,0,1
2018,3,0,0,0,0,0,1,1,0,0,1
2019,1,1,2,3,1,3,1,2,1,3,1
2020,2,1,1,2,1,2,0,0,1,2,1
2021,2,1,1,2,1,2,0,0,1,2,1
2022,1,1,2,3,1,3,1,2,1,3,0
2023,2,1,1,2,1,2,0,0,1,2,0
2024,2,1,1,2,1,2,0,0,1,2,0
2025,3,0,0,0,0,0,1,1,0,0,0
2026,1,1,2,3,1,3,1,2,1,3,0
2027,2,1,1,2,1,2,0,0,1,2,1
2028,2,1,1,2,1,2,0,0,1,2,0
2029,1,1,2,3,1,3,1,2,1,3,1
2030,2,1,1,2,1,2,0,0,1,2,1
2031,2,1,1,2,1,2,0,0,1,2,1
2032,1,1,2,3,1,3,1,2,1,3,0
2033,0,0,0,1,0,1,1,3,0,1,0
2034,1,1,2,3,1,3,1,2,1,3,1
2035,3,0,0,0,0,0,1,1,0,0,1
2036,2,1,1,2,1,2,0,0,1,2,0
2037,3,0,0,0,0,0,1,1,0,0,0
2038,3,0,0,0,0,0,1,1,0,0,0
2039,0,0,0,1,0,1,1,3,0,1,0
2040,0,0,0,1,0,1,1,3,0,1,0
2041,1,1,2,3,1,3,1,2,1,3,1
2042,3,0,0,0,0,0,1,1,0,0,0
2043,1,1,2,3,1,3,1,2,1,3,1
2044,2,1,1,2,1,2,0,0,1,2,1
2045,2,1,1,2,1,2,0,0,1,2,1
2046,3,0,0,0,0,0,1,1,0,0,1
2047,3,0,0,0,0,0,1,1,0,0,1
2048,3,0,0,0,0,0,1,1,0,0,1
2049,1,1,2,3,1,3,1,2,1,3,1
2050,1,1,2,3,1,3,1,2,1,3,1
2051,1,1,2,3,1,3,1,2,1,3,1
2052,2,1,1,2,1,2,0,0,1,2,1
2053,1,1,2,3,1,3,1,2,1,3,1
2054,0,0,0,1,0,1,1,3,0,1,0
2055,3,0,0,0,0,0,1,1,0,0,1
2056,3,0,0,0,0,0,1,1,0,0,1
2057,0,0,0,1,0,1,1,3,0,1,1
2058,2,1,1,2,1,2,0,0,1,2,1
2059,0,0,0,1,0,1,1,3,0,1,0
2060,1,1,2,3,1,3,1,2,1,3,1
2061,0,0,0,1,0,1,1,3,0,1,0
2062,0,0,0,1,0,1,1,3,0,1,1
2063,2,1,1,2,1,2,0,0,1,2,0
2064,3,0,0,0,0,0,1,1,0,0,0
2065,0,0,0,1,0,1,1,3,0,1,0
2066,2,1,1,2,1,2,0,0,1,2,0
2067,0,0,0,1,0,1,1,3,0,1,0
2068,2,1,1,2,1,2,0,0,1,2,1
2069,3,0,0,0,0,0,1,1,0,0,1
2070,3,0,0,0,0,0,1,1,0,0,1
2071,1,1,2,3,1,3,1,2,1,3,0
2072,2,1,1,2,1,2,0,0,1,2,0
2073,1,1,2,3,1,3,1,2,1,3,1
2074,3,0,0,0,0,0,1,1,0,0,1
2075,2,1,1,2,1,2,0,0,1,2,1
2076,3,0,0,0,0,0,1,1,0,0,1
2077,2,1,1,2,1,2,0,0,1,2,1
2078,2,1,1,2,1,2,0,0,1,2,1
2079,1,1,2,3,1,3,1,2,1,3,0
2080,0,0,0,1,0,1,1,3,0,1,1
2081,3,0,0,0,0,0,1,1,0,0,1
2082,1,1,2,3,1,3,1,2,1,3,1
2083,3,0,0,0,0,0,1,1,0,0,0
2084,1,1,2,3,1,3,1,2,1,3,1
2085,1,1,2,3,1,3,1,2,1,3,1
2086,2,1,1,2,1,2,0,0,1,2,0
2087,1,1,2,3,1,3,1,2,1,3,0
2088,1,1,2,3,1,3,1,2,1,3,1
2089,3,0,0,0,0,0,1,1,0,0,0
2090,0,0,0,1,0,1,1,3,0,1,1
2091,2,1,1,2,1,2,0,0,1,2,1
2092,1,1,2,3,1,3,1,2,1,3,0
2093,2,1,1,2,1,2,0,0,1,2,1
2094,1,1,2,3,1,3,1,2,1,3,1
2095,1,1,2,3,1,3,1,2,1,3,0
2096,2,1,1,2,1,2,0,0,1,2,0
2097,3,0,0,0,0,0,1,1,0,0,0
2098,2,1,1,2,1,2,0,0,1,2,1
2099,2,1,1,2,1,2,0,0,1,2,0
2100,2,1,1,2,1,2,0,0,1,2,1
2101,1,1,2,3,1,3,1,2,1,3,1
2102,2,1,1,2,1,2,0,0,1,2,0
2103,1,1,2,3,1,3,1,2,1,3,1
2104,1,1,2,3,1,3,1,2,1,3,1
2105,2,1,1,2,1,2,0,0,1,2,1
2106,2,1,1,2,1,2,0,0,1,2,1
2107,1,1,2,3,1,3,1,2,1,3,1
2108,2,1,1,2,1,2,0,0,1,2,0
2109,1,1,2,3,1,3,1,2,1,3,0
2110,3,0,0,0,0,0,1,1,0,0,0
2111,3,0,0,0,0,0,1,1,0,0,1
2112,1,1,2,3,1,3,1,2,1,3,0
2113,1,1,2,3,1,3,1,2,1,3,1
2114,1,1,2,3,1,3,1,2,1,3,0
2115,3,0,0,0,0,0,1,1,0,0,1
2116,0,0,0,1,0,1,1,3,0,1,1
2117,1,1,2,3,1,3,1,2,1,3,1
2118,3,0,0,0,0,0,1,1,0,0,0
2119,2,1,1,2,1,2,0,0,1,2,0
2120,1,1,2,3,1,3,1,2,1,3,0
2121,2,1,1,2,1,2,0,0,1,2,0
2122,3,0,0,0,0,0,1,1,0,0,1
2123,2,1,1,2,1,2,0,0,1,2,1
2124,2,1,1,2,1,2,0,0,1,2,1
2125,1,1,2,3,1,3,1,2,1,3,0
2126,3,0,0,0,0,0,1,1,0,0,0
2127,2,1,1,2,1,2,0,0,1,2,1
2128,0,0,0,1,0,1,1,3,0,1,0
2129,3,0,0,0,0,0,1,1,0,0,1
2130,3,0,0,0,0,0,1,1,0,0,1
2131,2,1,1,2,1,2,0,0,1,2,0
2132,2,1,1,2,1,2,0,0,1,2,1
2133,3,0,0,0,0,0,1,1,0,0,0
2134,0,0,0,1,0,1,1,3,0,1,0
2135,3,0,0,0,0,0,1,1,0,0,0
2136,3,0,0,0,0,0,1,1,0,0,0
2137,2,1,1,2,1,2,0,0,1,2,0
2138,2,1,1,2,1,2,0,0,1,2,0
2139,0,0,0,1,0,1,1,1,0,0,1
2140,1,1,2,3,1,3,1,2,1,3,0
2141,2,1,1,2,1,2,0,0,1,2,1
2142,2,1,1,2,1,2,0,0,1,2,1
2143,3,0,0,0,0,0,1,1,0,0,0
2144,1,1,2,3,1,3,1,2,1,3,1
2145,2,1,1,2,1,2,0,0,1,2,0
2146,2,1,1,2,1,2,0,0,1,2,0
2147,2,1,1,2,1,2,0,0,1,2,1
2148,2,1,1,2,1,2,0,0,1,2,1
2149,1,1,2,3,1,3,1,2,1,3,1
2150,2,1,1,2,1,2,0,0,1,2,1
2151,1,1,2,3,1,3,1,2,1,3,1
2152,3,0,0,0,0,0,1,1,0,0,0
2153,1,1,2,3,1,3,1,2,1,3,1
2154,2,1,1,2,1,2,0,0,1,2,1
2155,3,0,0,0,0,0,1,1,0,0,0
2156,1,1,2,3,1,3,1,2,1,3,0
2157,1,1,2,3,1,3,1,2,1,3,1
2158,3,0,0,0,0,0,1,1,0,0,0
2159,1,1,2,3,1,3,1,2,1,3,1
2160,0,0,0,1,0,1,1,3,0,1,1
2161,0,0,0,1,0,1,1,3,0,1,1
2162,1,1,2,3,1,3,1,2,1,3,1
2163,2,1,1,2,1,2,0,0,1,2,0
2164,1,1,2,3,1,3,1,2,1,3,1
2165,1,1,2,3,1,3,1,2,1,3,1
2166,0,0,0,1,0,1,1,3,0,1,0
2167,2,1,1,2,1,2,0,0,1,2,1
2168,3,0,0,0,0,0,1,1,0,0,0
2169,0,0,0,1,0,1,1,3,0,1,0
2170,0,0,0,1,0,1,1,3,0,1,1
2171,1,1,2,3,1,3,1,2,1,3,0
2172,2,1,1,2,1,2,0,0,1,2,1
2173,3,0,0,0,0,0,1,1,0,0,1
2174,1,1,2,3,1,3,1,2,1,3,1
2175,1,1,2,3,1,3,1,2,1,3,0
2176,0,0,0,1,0,1,1,3,0,1,1
2177,1,1,2,3,1,3,1,2,1,3,1
2178,2,1,1,2,1,2,0,0,1,2,1
2179,3,0,0,0,0,0,1,1,0,0,0
2180,2,1,1,2,1,2,0,0,1,2,1
2181,1,1,2,3,1,3,1,2,1,3,1
2182,0,0,0,1,0,1,1,3,0,1,0
2183,3,0,0,0,0,0,1,1,0,0,1
2184,2,1,1,2,1,2,0,0,1,2,1
2185,2,1,1,2,1,2,0,0,1,2,1
2186,1,1,2,3,1,3,1,2,1,3,1
2187,1,1,2,3,1,3,1,2,1,3,0
2188,3,0,0,0,0,0,1,1,0,0,1
2189,1,1,2,3,1,3,1,2,1,3,1
2190,1,1,2,3,1,3,1,2,1,3,0
2191,1,1,2,3,1,3,1,2,1,3,0
2192,0,0,0,1,0,1,1,3,0,1,0
2193,0,0,0,1,0,1,1,3,0,1,0
2194,3,0,0,0,0,0,1,1,0,0,1
2195,0,0,0,1,0,1,1,3,0,1,1
2196,1,1,2,3,1,3,1,2,1,3,0
2197,1,1,2,3,1,3,1,2,1,3,1
2198,1,1,2,3,1,3,1,2,1,3,1
2199,2,1,1,2,1,2,0,0,1,2,0
2200,2,1,1,2,1,2,0,0,1,2,1
2201,1,1,2,3,1,3,1,2,1,3,0
2202,1,1,2,3,1,3,1,2,1,3,1
2203,0,0,0,1,0,1,1,3,0,1,0
2204,3,0,0,0,0,0,1,1,0,0,1
2205,3,0,0,0,0,0,1,1,0,0,1
2206,2,1,1,2,1,2,0,0,1,2,1
2207,3,0,0,0,0,0,1,1,0,0,0
2208,2,1,1,2,1,2,0,0,1,2,1
2209,1,1,2,3,1,3,1,2,1,3,0
2210,1,1,2,3,1,3,1,2,1,3,1
2211,1,1,2,3,1,3,1,2,1,3,0
2212,3,0,0,0,0,0,1,1,0,0,0
2213,1,1,2,3,1,3,1,2,1,3,0
2214,3,0,0,0,0,0,1,1,0,0,0
2215,0,0,0,1,0,1,1,3,0,1,1
2216,1,1,2,3,1,3,1,2,1,3,1
2217,0,0,0,1,0,1,1,3,0,1,1
2218,3,0,0,0,0,0,1,1,0,0,1
2219,2,1,1,2,1,2,0,0,1,2,0
2220,0,0,0,1,0,1,1,3,0,1,1
2221,2,1,1,2,1,2,0,0,1,2,0
2222,3,0,0,0,0,0,1,1,0,0,1
2223,1,1,2,3,1,3,1,2,1,3,0
2224,3,0,0,0,0,0,1,1,0,0,1
2225,2,1,1,2,1,2,0,0,1,2,1
2226,1,1,2,3,1,3,1,2,1,3,0
2227,1,1,2,3,1,3,1,2,1,3,1
2228,2,1,1,2,1,2,0,0,1,2,1
2229,2,1,1,2,1,2,0,0,1,2,1
2230,3,0,0,0,0,0,1,1,0,0,0
2231,2,1,1,2,1,2,0,0,1,2,1
2232,1,1,2,3,1,3,1,2,1,3,1
2233,1,1,2,3,1,3,1,2,1,3,1
2234,2,1,1,2,1,2,0,0,1,2,0
2235,3,0,0,0,0,0,1,1,0,0,0
2236,1,1,2,3,1,3,1,2,1,3,0
2237,0,0,0,1,0,1,1,3,0,1,1
2238,1,1,2,3,1,3,1,2,1,3,0
2239,1,1,2,3,1,3,1,2,1,3,1
2240,1,1,2,3,1,3,1,2,1,3,0
2241,1,1,2,3,1,3,1,2,1,3,1
2242,1,1,2,3,1,3,1,2,1,3,1
2243,1,1,2,3,1,3,1,2,1,3,1
2244,3,0,0,0,0,0,1,1,0,0,1
2245,1,1,2,3,1,3,1,2,1,3,0
2246,2,1,1,2,1,2,0,0,1,2,0
2247,2,1,1,2,1,2,0,0,1,2,1
2248,3,0,0,0,0,0,1,1,0,0,1
2249,0,0,0,1,0,1,1,3,0,1,0
2250,3,0,0,0,0,0,1,1,0,0,1
2251,1,1,2,3,1,3,1,2,1,3,1
2252,0,0,0,1,0,1,1,3,0,1,1
2253,1,1,2,3,1,3,1,2,1,3,1
2254,0,0,0,1,0,1,1,3,0,1,0
2255,3,0,0,0,0,0,1,1,0,0,0
